building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
1,0,2016-02-11 13:00:00,0.0,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-02-18 23:00:00,0.0,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-03-05 04:00:00,0.0,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-03-12 14:00:00,0.0,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-04-21 05:00:00,0.0,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-04-24 18:00:00,0.0,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-04-29 11:00:00,0.0,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-05-15 11:00:00,0.0,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-07-01 13:00:00,132.417,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-08-22 09:00:00,143.065,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-08-25 23:00:00,131.871,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-09-22 14:00:00,131.05200000000002,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-09-29 08:00:00,138.969,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-10-18 02:00:00,132.963,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
1,0,2016-11-13 04:00:00,97.1966,0,Education,2720,2004.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-01-05 19:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-01-16 21:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-02-05 04:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-02-25 12:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-03-02 15:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-03-07 04:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-03-07 21:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-03-16 02:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-03-30 06:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-03-31 10:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-04-01 13:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-04-05 19:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-04-10 12:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-04-10 16:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-04-19 16:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-04-19 18:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-05-04 11:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-05-10 00:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-05-14 00:00:00,0.0,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-05-23 23:00:00,4.9144,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-06-14 18:00:00,33.1724,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-06-20 01:00:00,2.8668,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-06-20 14:00:00,21.7054,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-07-05 01:00:00,13.9242,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-07-13 17:00:00,24.1626,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-07-16 06:00:00,16.3814,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-07-16 21:00:00,33.9915,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-07-20 01:00:00,9.0098,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-08-12 12:00:00,44.6394,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-08-26 09:00:00,44.6394,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-08-29 19:00:00,42.1822,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-09-04 04:00:00,16.791,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-09-05 15:00:00,29.4866,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-09-28 20:00:00,33.582,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-09-29 10:00:00,44.2299,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-10-13 13:00:00,38.0869,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-10-26 19:00:00,30.3057,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-11-19 20:00:00,6.9621,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-12-04 15:00:00,20.0673,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-12-13 08:00:00,11.467,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-12-17 11:00:00,11.8765,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
2,0,2016-12-22 11:00:00,7.3717,0,Education,5376,1991.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-01-07 19:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-01-26 13:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-01-28 08:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-02-10 07:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-02-18 00:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-03-02 00:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-03-09 00:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-03-31 22:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-04-17 15:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-05-02 20:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-05-11 05:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-05-13 22:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-05-19 07:00:00,0.0,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-06-05 18:00:00,473.356,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-06-14 11:00:00,585.295,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-06-24 04:00:00,334.796,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-06-24 23:00:00,324.899,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-07-03 10:00:00,591.097,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-07-09 21:00:00,326.605,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-07-17 02:00:00,460.046,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-08-11 20:00:00,324.899,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-08-27 04:00:00,137.536,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-09-04 00:00:00,340.256,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-09-12 23:00:00,401.687,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-09-17 11:00:00,614.987,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-09-19 23:00:00,439.569,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-11-15 09:00:00,344.352,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-11-24 05:00:00,332.065,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
3,0,2016-12-17 18:00:00,145.727,0,Education,23685,2002.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-01-21 12:00:00,0.0,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-02-10 17:00:00,0.0,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-02-13 17:00:00,0.0,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-02-20 22:00:00,0.0,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-03-15 13:00:00,0.0,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-04-09 19:00:00,0.0,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-04-15 23:00:00,0.0,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-05-06 17:00:00,0.0,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-05-18 22:00:00,0.0,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-06-03 20:00:00,1689.34,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-06-06 11:00:00,1830.63,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-06-29 15:00:00,1864.07,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-07-03 16:00:00,1693.43,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-07-17 20:00:00,1672.96,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-08-09 11:00:00,1801.96,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-08-20 13:00:00,1629.27,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-08-24 11:00:00,1799.91,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-08-25 14:00:00,1841.55,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-09-01 00:00:00,1577.4,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-09-16 05:00:00,1588.32,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-09-25 14:00:00,1664.08,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-10-03 20:00:00,1523.47,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-10-12 22:00:00,1517.33,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-10-23 01:00:00,1421.09,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-11-10 00:00:00,1447.71,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-11-21 14:00:00,1560.33,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-12-04 20:00:00,1435.42,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-12-06 05:00:00,1458.63,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-12-15 06:00:00,1468.87,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-12-27 08:00:00,1201.99,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
4,0,2016-12-27 15:00:00,1153.53,0,Education,116607,1975.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-01-09 17:00:00,0.0,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-01-12 21:00:00,0.0,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-01-15 23:00:00,0.0,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-01-31 12:00:00,0.0,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-02-05 05:00:00,0.0,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-02-22 16:00:00,0.0,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-03-18 23:00:00,0.0,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-05-03 11:00:00,0.0,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-05-14 03:00:00,0.0,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-05-14 06:00:00,0.0,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-05-26 05:00:00,8.8733,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-05-30 13:00:00,38.5647,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-06-19 01:00:00,13.9925,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-06-26 09:00:00,26.9611,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-07-27 22:00:00,55.6287,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-08-02 17:00:00,50.5095,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-08-20 15:00:00,61.4304,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-08-23 11:00:00,57.3351,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-08-30 22:00:00,21.8419,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-09-19 22:00:00,34.4693,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-10-03 19:00:00,36.1757,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-10-05 00:00:00,17.7466,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-10-20 11:00:00,15.6989,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-11-01 11:00:00,11.9448,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-11-08 04:00:00,8.8733,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-11-11 19:00:00,9.5558,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-11-25 15:00:00,23.5483,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-12-02 06:00:00,10.2384,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-12-05 13:00:00,62.113,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-12-14 16:00:00,41.9775,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
5,0,2016-12-30 15:00:00,8.1907,0,Education,8000,2000.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-01-05 06:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-01-17 19:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-01-19 09:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-02-02 23:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-02-03 23:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-02-06 07:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-02-10 20:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-02-22 05:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-02-26 00:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-02-26 04:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-03-04 05:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-03-26 14:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-03-27 03:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-04-24 09:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-05-04 11:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-05-15 16:00:00,0.0,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-06-04 03:00:00,79.8595,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-06-05 06:00:00,79.8595,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-06-07 20:00:00,79.45,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-06-08 06:00:00,81.4977,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-08-08 01:00:00,72.4879,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-08-24 03:00:00,76.5833,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-09-18 01:00:00,90.5075,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-10-11 10:00:00,100.746,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-11-01 20:00:00,115.489,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-11-05 07:00:00,95.8315,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-11-20 21:00:00,151.938,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-12-04 19:00:00,122.861,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-12-10 08:00:00,149.071,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-12-21 03:00:00,160.53799999999998,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-12-21 08:00:00,175.69099999999997,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-12-25 09:00:00,202.311,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
6,0,2016-12-27 13:00:00,96.241,0,Lodging/residential,27926,1981.0,17.2,0.0,7.8,0.0,1015.9,160.0,3.1
