building_id,meter,meter_reading,site_id,primary_use,square_feet,year_built,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,hour,day,weekday,month,lag_1h,lag_24h,lag_48h,y_1h,y_24h,y_48h
188,0,10.92,2,6,23549,1941.0,15.6,0.0,-10.6,0.0,1026.3,160.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,15.0,0.0,-12.2,0.0,1026.3,40.0,4.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,10.0,0.0,-5.6,0.0,1027.0,250.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,9.4,0.0,-5.6,0.0,1027.2,210.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,10.0,0.0,-6.7,0.0,1026.9,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,8.3,0.0,-5.0,0.0,1026.7,160.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,10.6,0.0,-7.8,0.0,1026.2,80.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,10.6,0.0,-8.3,0.0,1026.1,70.0,4.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,7.8,0.0,-5.6,0.0,1026.3,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,6.7,2.0,-4.4,0.0,1026.9,320.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,6.7,2.0,-3.9,0.0,1027.2,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,10.6,2.0,-5.0,0.0,1027.3,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,15.6,2.0,-10.0,0.0,1027.0,70.0,6.7,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,17.2,2.0,-10.0,0.0,1026.8,80.0,6.7,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,18.9,2.0,-10.6,0.0,1025.6,70.0,8.2,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,20.6,2.0,-11.1,0.0,1023.9,50.0,6.2,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,21.7,2.0,-11.7,0.0,1022.2,80.0,4.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.2,2.0,-12.2,0.0,1021.4,80.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.8,2.0,-12.8,0.0,1020.5,80.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,23.3,2.0,-12.2,0.0,1020.3,50.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.8,2.0,-12.2,0.0,1020.4,330.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,21.1,2.0,-11.1,0.0,1020.8,320.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,16.1,2.0,-5.6,0.0,1021.2,230.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,16.7,0.0,-7.2,0.0,1021.2,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,15.0,0.0,-5.0,0.0,1021.2,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,12.8,0.0,-3.3,0.0,1021.0,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,12.2,0.0,-3.9,0.0,1021.3,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,13.3,0.0,-5.0,0.0,1021.2,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,10.6,0.0,-2.8,0.0,1021.4,230.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,11.1,0.0,-3.9,0.0,1021.3,160.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,9.4,0.0,-3.3,0.0,1021.1,120.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,8.9,0.0,-2.8,0.0,1021.1,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,9.4,0.0,-3.3,0.0,1020.9,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,11.1,0.0,-6.7,0.0,1020.4,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,11.7,2.0,-6.7,0.0,1021.5,110.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,15.0,2.0,-6.1,0.0,1021.8,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,16.7,2.0,-7.8,0.0,1022.0,60.0,4.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,18.3,2.0,-6.7,0.0,1022.3,10.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,20.6,2.0,-7.8,0.0,1021.5,360.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.8,2.0,-8.3,0.0,1020.1,30.0,3.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,23.9,2.0,-8.3,0.0,1019.0,30.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,25.0,2.0,-7.2,0.0,1018.5,270.0,3.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,25.0,2.0,-7.2,0.0,1018.2,300.0,3.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,25.6,2.0,-6.7,0.0,1018.0,250.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,23.9,2.0,-6.7,0.0,1018.2,260.0,3.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.8,2.0,-6.7,0.0,1019.0,280.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,19.4,2.0,-3.3,0.0,1019.5,250.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,17.8,2.0,-2.8,0.0,1019.7,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,17.2,2.0,-2.8,0.0,1019.8,80.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,16.1,0.0,-2.2,0.0,1020.2,100.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,17.2,2.0,-4.4,0.0,1020.0,80.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,13.3,2.0,-1.1,0.0,1020.3,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,13.9,0.0,-1.7,0.0,1020.2,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,12.8,2.0,-1.7,0.0,1020.0,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,11.1,2.0,-1.1,0.0,1019.9,190.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,12.2,2.0,-1.1,0.0,1020.6,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,12.2,2.0,-1.7,0.0,1021.1,20.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,16.1,2.0,-7.2,0.0,1021.3,60.0,3.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,15.6,2.0,-7.2,0.0,1021.8,50.0,4.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,18.3,2.0,-7.8,0.0,1022.3,50.0,4.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,20.6,2.0,-7.2,0.0,1022.6,60.0,5.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.2,2.0,-7.2,0.0,1022.4,80.0,7.2,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,23.9,2.0,-7.2,0.0,1021.4,80.0,7.2,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,25.6,2.0,-7.2,0.0,1020.0,70.0,6.2,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,27.2,2.0,-8.3,0.0,1018.7,50.0,6.2,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.3,2.0,-7.8,0.0,1018.1,50.0,4.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,29.4,0.0,-7.8,0.0,1017.5,110.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.9,0.0,-7.2,0.0,1017.5,30.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.3,0.0,-6.7,0.0,1017.6,350.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,26.1,0.0,-5.0,0.0,1018.0,340.0,3.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.8,0.0,-3.3,0.0,1018.4,250.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,20.6,0.0,-2.8,0.0,1018.9,270.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,18.3,0.0,-1.1,0.0,1019.4,90.0,3.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,18.9,0.0,-2.2,0.0,1019.6,70.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,18.9,0.0,-4.4,0.0,1019.9,120.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,17.8,0.0,-4.4,0.0,1020.0,70.0,4.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,17.2,0.0,-4.4,0.0,1020.2,110.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,17.2,0.0,-4.4,0.0,1020.0,50.0,4.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,15.6,0.0,-3.9,0.0,1019.7,70.0,4.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,16.7,0.0,-3.9,0.0,1019.9,100.0,4.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,18.9,0.0,-5.0,0.0,1020.2,70.0,3.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,15.6,0.0,-3.9,0.0,1020.8,70.0,5.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,17.2,0.0,-4.4,0.0,1021.5,70.0,4.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,20.0,0.0,-6.1,0.0,1021.9,160.0,3.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.2,0.0,-5.6,0.0,1021.9,60.0,7.2,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,23.9,0.0,-6.7,0.0,1021.6,60.0,6.2,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,25.6,0.0,-6.1,0.0,1020.9,60.0,6.7,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,27.8,0.0,-7.2,0.0,1019.4,50.0,5.7,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.9,0.0,-7.8,0.0,1018.2,60.0,6.2,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.9,0.0,-7.8,0.0,1017.7,160.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,29.4,0.0,-7.8,0.0,1017.3,30.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,30.0,0.0,-8.3,0.0,1016.8,60.0,3.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.3,0.0,-7.8,0.0,1016.9,60.0,3.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,25.6,0.0,-5.0,0.0,1017.4,80.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,24.4,0.0,-5.0,0.0,1018.0,260.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.2,0.0,-3.3,0.0,1018.5,230.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,20.6,0.0,-2.2,0.0,1018.9,120.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,21.7,0.0,-3.9,0.0,1019.1,60.0,5.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,19.4,0.0,-3.3,0.0,1019.2,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,20.6,0.0,-6.1,0.0,1018.9,70.0,4.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,20.0,0.0,-7.2,0.0,1019.1,90.0,3.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,15.0,0.0,-1.7,0.0,1019.6,230.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,13.9,0.0,-0.6,0.0,1019.7,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,13.9,0.0,-1.1,0.0,1020.2,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,13.3,0.0,-1.1,0.0,1020.9,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,13.9,2.0,-2.8,0.0,1021.0,110.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,14.4,2.0,-2.8,0.0,1021.7,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,18.9,2.0,-3.9,0.0,1022.1,110.0,3.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.2,2.0,-4.4,0.0,1022.2,90.0,3.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,23.9,2.0,-4.4,0.0,1022.2,80.0,6.2,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,25.6,2.0,-4.4,0.0,1021.7,100.0,3.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,27.2,4.0,-3.9,0.0,1020.5,120.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.9,0.0,-3.9,0.0,1019.4,170.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.3,0.0,-5.0,0.0,1018.5,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,29.4,0.0,-5.0,0.0,1017.9,210.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.9,6.0,-5.0,0.0,1017.6,230.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,27.8,0.0,-5.6,0.0,1017.7,300.0,3.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,26.7,0.0,-4.4,0.0,1017.9,310.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,24.4,4.0,-3.3,0.0,1018.2,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,23.9,4.0,-2.2,0.0,1018.0,300.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,21.7,4.0,-1.1,0.0,1018.3,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,19.4,4.0,0.0,0.0,1018.4,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,18.3,4.0,0.6,0.0,1018.2,100.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,16.7,2.0,1.1,0.0,1018.0,210.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,16.1,2.0,1.1,0.0,1018.3,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,15.0,2.0,1.7,0.0,1018.2,100.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,15.0,2.0,1.1,0.0,1018.4,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,14.4,2.0,1.1,0.0,1018.7,120.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,13.9,0.0,1.1,0.0,1019.3,100.0,3.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,13.9,2.0,1.7,0.0,1019.7,130.0,1.5,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,13.9,2.0,1.1,0.0,1020.2,110.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,17.8,2.0,-0.6,0.0,1020.5,130.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,20.6,0.0,-1.1,0.0,1020.7,140.0,4.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.8,0.0,-1.7,0.0,1020.7,110.0,4.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,25.0,0.0,-2.2,0.0,1020.0,160.0,3.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,26.7,2.0,-3.3,0.0,1018.7,90.0,3.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,27.8,2.0,-2.8,0.0,1017.6,130.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,29.4,2.0,-2.8,0.0,1017.1,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.9,2.0,-3.9,0.0,1016.8,310.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.9,0.0,-2.8,0.0,1017.0,280.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,28.3,0.0,-2.8,0.0,1017.4,290.0,2.1,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,26.7,0.0,-3.3,0.0,1017.6,290.0,2.6,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,22.8,0.0,0.0,0.0,1018.3,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,21.1,0.0,1.1,0.0,1018.3,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
188,0,10.92,2,6,23549,1941.0,20.0,0.0,1.7,0.0,1018.4,0.0,0.0,8,1,4,1,10.92,10.92,10.92,10.92,10.92,10.92
